label,text,tokenize,remove_stopwords,stemming
Negative,kan uu cipta kerja nya baru sah baru baru ini ini juga sebelumnya kan ditolak,"['kan', 'uu', 'cipta', 'kerja', 'nya', 'baru', 'sah', 'baru', 'baru', 'ini', 'ini', 'juga', 'sebelumnya', 'kan', 'ditolak']","['uu', 'cipta', 'kerja', 'nya', 'sah', 'ditolak']","['uu', 'cipta', 'kerja', 'nya', 'sah', 'tolak']"
Positive,hai kak nuntuk pph pasal apabila status spt nya kmaka wajilapor ya kak ndan ap,"['hai', 'kak', 'nuntuk', 'pph', 'pasal', 'apabila', 'status', 'spt', 'nya', 'kmaka', 'wajilapor', 'ya', 'kak', 'ndan', 'ap']","['hai', 'kak', 'nuntuk', 'pph', 'pasal', 'status', 'spt', 'nya', 'kmaka', 'wajilapor', 'ya', 'kak', 'ndan', 'ap']","['hai', 'kak', 'nuntuk', 'pph', 'pasal', 'status', 'spt', 'nya', 'kmaka', 'wajilapor', 'ya', 'kak', 'ndan', 'ap']"
Positive,uu cipta kerja meningkatkan investasi staup,"['uu', 'cipta', 'kerja', 'meningkatkan', 'investasi', 'staup']","['uu', 'cipta', 'kerja', 'meningkatkan', 'investasi', 'staup']","['uu', 'cipta', 'kerja', 'tingkat', 'investasi', 'staup']"
Positive,dpr meminta pemda mempermudah perizinan serta memberikan kenyamanan bagi para investor yang ingin melakukan investa,"['dpr', 'meminta', 'pemda', 'mempermudah', 'perizinan', 'serta', 'memberikan', 'kenyamanan', 'bagi', 'para', 'investor', 'yang', 'ingin', 'melakukan', 'investa']","['dpr', 'pemda', 'mempermudah', 'perizinan', 'kenyamanan', 'investor', 'investa']","['dpr', 'pemda', 'mudah', 'izin', 'nyaman', 'investor', 'investa']"
Positive,puan maharani soal uu cipta kerja bisa percepat kebangkitan ekonomi nasional,"['puan', 'maharani', 'soal', 'uu', 'cipta', 'kerja', 'bisa', 'percepat', 'kebangkitan', 'ekonomi', 'nasional']","['puan', 'maharani', 'uu', 'cipta', 'kerja', 'percepat', 'kebangkitan', 'ekonomi', 'nasional']","['puan', 'maharani', 'uu', 'cipta', 'kerja', 'cepat', 'bangkit', 'ekonomi', 'nasional']"
Neutral,pemerintah diminta percepat aturan turunan uu cipta kerja,"['pemerintah', 'diminta', 'percepat', 'aturan', 'turunan', 'uu', 'cipta', 'kerja']","['pemerintah', 'percepat', 'aturan', 'turunan', 'uu', 'cipta', 'kerja']","['perintah', 'cepat', 'atur', 'turun', 'uu', 'cipta', 'kerja']"
Negative,ini dia ringkasan hak hak pekerja yang di phk dan resign menurut uu cipta kerja dan peraturan pelaksananya klinikhukumonl,"['ini', 'dia', 'ringkasan', 'hak', 'hak', 'pekerja', 'yang', 'di', 'phk', 'dan', 'resign', 'menurut', 'uu', 'cipta', 'kerja', 'dan', 'peraturan', 'pelaksananya', 'klinikhukumonl']","['ringkasan', 'hak', 'hak', 'pekerja', 'phk', 'resign', 'uu', 'cipta', 'kerja', 'peraturan', 'pelaksananya', 'klinikhukumonl']","['ringkas', 'hak', 'hak', 'kerja', 'phk', 'resign', 'uu', 'cipta', 'kerja', 'atur', 'laksana', 'klinikhukumonl']"
Negative,uu cipta kerja kurangi pengangguran uuciptakerja omnibuslaw,"['uu', 'cipta', 'kerja', 'kurangi', 'pengangguran', 'uuciptakerja', 'omnibuslaw']","['uu', 'cipta', 'kerja', 'kurangi', 'pengangguran', 'uuciptakerja', 'omnibuslaw']","['uu', 'cipta', 'kerja', 'kurang', 'anggur', 'uuciptakerja', 'omnibuslaw']"
Positive,vaksin dan uu cipta kerja jadi modal utama untuk pulihkan ekonomi indonesia,"['vaksin', 'dan', 'uu', 'cipta', 'kerja', 'jadi', 'modal', 'utama', 'untuk', 'pulihkan', 'ekonomi', 'indonesia']","['vaksin', 'uu', 'cipta', 'kerja', 'modal', 'utama', 'pulihkan', 'ekonomi', 'indonesia']","['vaksin', 'uu', 'cipta', 'kerja', 'modal', 'utama', 'pulih', 'ekonomi', 'indonesia']"
Positive,selain kepastian tersedianya vaksin covid efektivitas implementasi uu cipta kerja juga jadi harapan besar seba,"['selain', 'kepastian', 'tersedianya', 'vaksin', 'covid', 'efektivitas', 'implementasi', 'uu', 'cipta', 'kerja', 'juga', 'jadi', 'harapan', 'besar', 'seba']","['kepastian', 'tersedianya', 'vaksin', 'covid', 'efektivitas', 'implementasi', 'uu', 'cipta', 'kerja', 'harapan', 'seba']","['pasti', 'sedia', 'vaksin', 'covid', 'efektivitas', 'implementasi', 'uu', 'cipta', 'kerja', 'harap', 'seba']"
Positive,berikut strategi yang disiapkan na memelihara pasar ekspor dan produk utama na fokus pada usaha kecil dan mene,"['berikut', 'strategi', 'yang', 'disiapkan', 'na', 'memelihara', 'pasar', 'ekspor', 'dan', 'produk', 'utama', 'na', 'fokus', 'pada', 'usaha', 'kecil', 'dan', 'mene']","['strategi', 'disiapkan', 'na', 'memelihara', 'pasar', 'ekspor', 'produk', 'utama', 'na', 'fokus', 'usaha', 'mene']","['strategi', 'siap', 'na', 'pelihara', 'pasar', 'ekspor', 'produk', 'utama', 'na', 'fokus', 'usaha', 'mene']"
Positive,uu cipta kerja berikan dampak kuartalpositif,"['uu', 'cipta', 'kerja', 'berikan', 'dampak', 'kuartalpositif']","['uu', 'cipta', 'kerja', 'dampak', 'kuartalpositif']","['uu', 'cipta', 'kerja', 'dampak', 'kuartalpositif']"
Negative,selamat hari perempuan seduniabc na sahkan ruu penghapusan kekerasan seksual na sahkan ruu perlindungan pekerja ru,"['selamat', 'hari', 'perempuan', 'seduniabc', 'na', 'sahkan', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'na', 'sahkan', 'ruu', 'perlindungan', 'pekerja', 'ru']","['selamat', 'perempuan', 'seduniabc', 'na', 'sahkan', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'na', 'sahkan', 'ruu', 'perlindungan', 'pekerja', 'ru']","['selamat', 'perempuan', 'seduniabc', 'na', 'sahkan', 'ruu', 'hapus', 'keras', 'seksual', 'na', 'sahkan', 'ruu', 'lindung', 'kerja', 'ru']"
Positive,uu cipta kerja juga bantu umkm,"['uu', 'cipta', 'kerja', 'juga', 'bantu', 'umkm']","['uu', 'cipta', 'kerja', 'bantu', 'umkm']","['uu', 'cipta', 'kerja', 'bantu', 'umkm']"
Positive,pagi mau tanya tentang pp tahun perlakuan perpajakan uu cipta kerja ketentuan peralihan pe,"['pagi', 'mau', 'tanya', 'tentang', 'pp', 'tahun', 'perlakuan', 'perpajakan', 'uu', 'cipta', 'kerja', 'ketentuan', 'peralihan', 'pe']","['pagi', 'pp', 'perlakuan', 'perpajakan', 'uu', 'cipta', 'kerja', 'ketentuan', 'peralihan', 'pe']","['pagi', 'pp', 'laku', 'paja', 'uu', 'cipta', 'kerja', 'tentu', 'alih', 'pe']"
Positive,uu cipta kerja telah menegaskan kedudukan bumdes sebagai badan hukum status sebagai badan hukum membuat,"['uu', 'cipta', 'kerja', 'telah', 'menegaskan', 'kedudukan', 'bumdes', 'sebagai', 'badan', 'hukum', 'status', 'sebagai', 'badan', 'hukum', 'membuat']","['uu', 'cipta', 'kerja', 'kedudukan', 'bumdes', 'badan', 'hukum', 'status', 'badan', 'hukum']","['uu', 'cipta', 'kerja', 'duduk', 'bumdes', 'badan', 'hukum', 'status', 'badan', 'hukum']"
Neutral,di luar pasal pasal normatif ada beberapa catatan terhadapp peraturan pemerintah pp turunan undang undang uu ci,"['di', 'luar', 'pasal', 'pasal', 'normatif', 'ada', 'beberapa', 'catatan', 'terhadapp', 'peraturan', 'pemerintah', 'pp', 'turunan', 'undang', 'undang', 'uu', 'ci']","['pasal', 'pasal', 'normatif', 'catatan', 'terhadapp', 'peraturan', 'pemerintah', 'pp', 'turunan', 'undang', 'undang', 'uu', 'ci']","['pasal', 'pasal', 'normatif', 'catat', 'terhadapp', 'atur', 'perintah', 'pp', 'turun', 'undang', 'undang', 'uu', 'ci']"
Neutral,aturan turunan uu no tahun tentang uu cipta kerja diharapkan tercipta pemahamam yang sama antar stakeholders dan dap,"['aturan', 'turunan', 'uu', 'no', 'tahun', 'tentang', 'uu', 'cipta', 'kerja', 'diharapkan', 'tercipta', 'pemahamam', 'yang', 'sama', 'antar', 'stakeholders', 'dan', 'dap']","['aturan', 'turunan', 'uu', 'no', 'uu', 'cipta', 'kerja', 'diharapkan', 'tercipta', 'pemahamam', 'stakeholders', 'dap']","['atur', 'turun', 'uu', 'no', 'uu', 'cipta', 'kerja', 'harap', 'cipta', 'pemahamam', 'stakeholders', 'dap']"
Neutral,aturan turunan uu no tahun tentang uu cipta kerja diharapkan tercipta pemahamam yang sama antar stakeholder,"['aturan', 'turunan', 'uu', 'no', 'tahun', 'tentang', 'uu', 'cipta', 'kerja', 'diharapkan', 'tercipta', 'pemahamam', 'yang', 'sama', 'antar', 'stakeholder']","['aturan', 'turunan', 'uu', 'no', 'uu', 'cipta', 'kerja', 'diharapkan', 'tercipta', 'pemahamam', 'stakeholder']","['atur', 'turun', 'uu', 'no', 'uu', 'cipta', 'kerja', 'harap', 'cipta', 'pemahamam', 'stakeholder']"
Neutral,bedah uu cipta kerja bikin muntah ya wak,"['bedah', 'uu', 'cipta', 'kerja', 'bikin', 'muntah', 'ya', 'wak']","['bedah', 'uu', 'cipta', 'kerja', 'bikin', 'muntah', 'ya', 'wak']","['bedah', 'uu', 'cipta', 'kerja', 'bikin', 'muntah', 'ya', 'wak']"
Positive,azis syamsuddin minta pemda dan aparat keamanan lakukan percepatan impelementasi uu cipta kerja,"['azis', 'syamsuddin', 'minta', 'pemda', 'dan', 'aparat', 'keamanan', 'lakukan', 'percepatan', 'impelementasi', 'uu', 'cipta', 'kerja']","['azis', 'syamsuddin', 'pemda', 'aparat', 'keamanan', 'lakukan', 'percepatan', 'impelementasi', 'uu', 'cipta', 'kerja']","['azis', 'syamsuddin', 'pemda', 'aparat', 'aman', 'laku', 'cepat', 'impelementasi', 'uu', 'cipta', 'kerja']"
Positive,tingkatkan pemahaman dan pengaplikasian manajemen risiko dalam perizinan berusaha lewat workshop nantisipasi pener,"['tingkatkan', 'pemahaman', 'dan', 'pengaplikasian', 'manajemen', 'risiko', 'dalam', 'perizinan', 'berusaha', 'lewat', 'workshop', 'nantisipasi', 'pener']","['tingkatkan', 'pemahaman', 'pengaplikasian', 'manajemen', 'risiko', 'perizinan', 'berusaha', 'workshop', 'nantisipasi', 'pener']","['tingkat', 'paham', 'aplikasi', 'manajemen', 'risiko', 'izin', 'usaha', 'workshop', 'nantisipasi', 'ter']"
Positive,salah satu amanat uu cipta kerja adalah pembentukan lembaga pengelola dana abadi investasi dalam negeri nhari ini saya mempe,"['salah', 'satu', 'amanat', 'uu', 'cipta', 'kerja', 'adalah', 'pembentukan', 'lembaga', 'pengelola', 'dana', 'abadi', 'investasi', 'dalam', 'negeri', 'nhari', 'ini', 'saya', 'mempe']","['salah', 'amanat', 'uu', 'cipta', 'kerja', 'pembentukan', 'lembaga', 'pengelola', 'dana', 'abadi', 'investasi', 'negeri', 'nhari', 'mempe']","['salah', 'amanat', 'uu', 'cipta', 'kerja', 'bentuk', 'lembaga', 'kelola', 'dana', 'abadi', 'investasi', 'negeri', 'nhari', 'mempe']"
Positive,mau ty min di uu cipta kerja kaitannya dg org asing yg bekerja lebih dari hari di indonesia apak,"['mau', 'ty', 'min', 'di', 'uu', 'cipta', 'kerja', 'kaitannya', 'dg', 'org', 'asing', 'yg', 'bekerja', 'lebih', 'dari', 'hari', 'di', 'indonesia', 'apak']","['ty', 'min', 'uu', 'cipta', 'kerja', 'kaitannya', 'dg', 'org', 'asing', 'yg', 'indonesia', 'apak']","['ty', 'min', 'uu', 'cipta', 'kerja', 'kait', 'dg', 'org', 'asing', 'yg', 'indonesia', 'apak']"
Neutral,jika brdsr pd uu cipta kerja yg baru berlaku kpn mulai berlaku dan apakah ada perbedaan utk trans,"['jika', 'brdsr', 'pd', 'uu', 'cipta', 'kerja', 'yg', 'baru', 'berlaku', 'kpn', 'mulai', 'berlaku', 'dan', 'apakah', 'ada', 'perbedaan', 'utk', 'trans']","['brdsr', 'pd', 'uu', 'cipta', 'kerja', 'yg', 'berlaku', 'kpn', 'berlaku', 'perbedaan', 'utk', 'trans']","['brdsr', 'pd', 'uu', 'cipta', 'kerja', 'yg', 'laku', 'kpn', 'laku', 'beda', 'utk', 'trans']"
Positive,selamat hari perempuan internasional nperempuan indonesia bangkit melawan penindasan npak cabut uu cipta,"['selamat', 'hari', 'perempuan', 'internasional', 'nperempuan', 'indonesia', 'bangkit', 'melawan', 'penindasan', 'npak', 'cabut', 'uu', 'cipta']","['selamat', 'perempuan', 'internasional', 'nperempuan', 'indonesia', 'bangkit', 'melawan', 'penindasan', 'npak', 'cabut', 'uu', 'cipta']","['selamat', 'perempuan', 'internasional', 'nperempuan', 'indonesia', 'bangkit', 'lawan', 'tindas', 'npak', 'cabut', 'uu', 'cipta']"
Positive,uu cipta kerja semakin banyak manfaatnya bagi perekonomian indonesia,"['uu', 'cipta', 'kerja', 'semakin', 'banyak', 'manfaatnya', 'bagi', 'perekonomian', 'indonesia']","['uu', 'cipta', 'kerja', 'manfaatnya', 'perekonomian', 'indonesia']","['uu', 'cipta', 'kerja', 'manfaat', 'ekonomi', 'indonesia']"
Positive,uu cipta kerja membuka lapangan kerja seluas luasnya,"['uu', 'cipta', 'kerja', 'membuka', 'lapangan', 'kerja', 'seluas', 'luasnya']","['uu', 'cipta', 'kerja', 'membuka', 'lapangan', 'kerja', 'seluas', 'luasnya']","['uu', 'cipta', 'kerja', 'buka', 'lapang', 'kerja', 'luas', 'luas']"
Positive,manfaat uu cipta kerja buka lapangan kerja hingga kemudahan berusaha,"['manfaat', 'uu', 'cipta', 'kerja', 'buka', 'lapangan', 'kerja', 'hingga', 'kemudahan', 'berusaha']","['manfaat', 'uu', 'cipta', 'kerja', 'buka', 'lapangan', 'kerja', 'kemudahan', 'berusaha']","['manfaat', 'uu', 'cipta', 'kerja', 'buka', 'lapang', 'kerja', 'mudah', 'usaha']"
Positive,uu cipta kerja bertujuan pembuatan regulasi untuk menigkatkan investasi,"['uu', 'cipta', 'kerja', 'bertujuan', 'pembuatan', 'regulasi', 'untuk', 'menigkatkan', 'investasi']","['uu', 'cipta', 'kerja', 'bertujuan', 'pembuatan', 'regulasi', 'menigkatkan', 'investasi']","['uu', 'cipta', 'kerja', 'tuju', 'buat', 'regulasi', 'menigkatkan', 'investasi']"
Negative,dr arim mengungkapkan akar masalah miras bukan perpres dan uu cipta kerja tetapi sistem ekonomi kapit,"['dr', 'arim', 'mengungkapkan', 'akar', 'masalah', 'miras', 'bukan', 'perpres', 'dan', 'uu', 'cipta', 'kerja', 'tetapi', 'sistem', 'ekonomi', 'kapit']","['dr', 'arim', 'akar', 'miras', 'perpres', 'uu', 'cipta', 'kerja', 'sistem', 'ekonomi', 'kapit']","['dr', 'arim', 'akar', 'miras', 'pres', 'uu', 'cipta', 'kerja', 'sistem', 'ekonomi', 'kapit']"
Negative,apa sih pasal ayat sebagai berikut nsebelah kiri itu di uu yang belum ditambahin dan yang di sebel,"['apa', 'sih', 'pasal', 'ayat', 'sebagai', 'berikut', 'nsebelah', 'kiri', 'itu', 'di', 'uu', 'yang', 'belum', 'ditambahin', 'dan', 'yang', 'di', 'sebel']","['sih', 'pasal', 'ayat', 'nsebelah', 'kiri', 'uu', 'ditambahin', 'sebel']","['sih', 'pasal', 'ayat', 'nsebelah', 'kiri', 'uu', 'ditambahin', 'sebel']"
Positive,uu cipta kerja perbaiki iklim investasi dan ciptakan lapangan kerja baru nbaca selengkapnya disini,"['uu', 'cipta', 'kerja', 'perbaiki', 'iklim', 'investasi', 'dan', 'ciptakan', 'lapangan', 'kerja', 'baru', 'nbaca', 'selengkapnya', 'disini']","['uu', 'cipta', 'kerja', 'perbaiki', 'iklim', 'investasi', 'ciptakan', 'lapangan', 'kerja', 'nbaca', 'selengkapnya']","['uu', 'cipta', 'kerja', 'baik', 'iklim', 'investasi', 'cipta', 'lapang', 'kerja', 'nbaca', 'lengkap']"
Positive,gini saja langsung ke isi otak presiden biru anti uu cipta kerja maka harus disikat dengan cara,"['gini', 'saja', 'langsung', 'ke', 'isi', 'otak', 'presiden', 'biru', 'anti', 'uu', 'cipta', 'kerja', 'maka', 'harus', 'disikat', 'dengan', 'cara']","['gini', 'langsung', 'isi', 'otak', 'presiden', 'biru', 'anti', 'uu', 'cipta', 'kerja', 'disikat']","['gin', 'langsung', 'isi', 'otak', 'presiden', 'biru', 'anti', 'uu', 'cipta', 'kerja', 'sikat']"
Negative,inilah perbedaan antara rpp cipta kerja dan uu ketenagakerjaan tak heran jika banyak serikat pekerja yang menolak aturan b,"['inilah', 'perbedaan', 'antara', 'rpp', 'cipta', 'kerja', 'dan', 'uu', 'ketenagakerjaan', 'tak', 'heran', 'jika', 'banyak', 'serikat', 'pekerja', 'yang', 'menolak', 'aturan', 'b']","['perbedaan', 'rpp', 'cipta', 'kerja', 'uu', 'ketenagakerjaan', 'heran', 'serikat', 'pekerja', 'menolak', 'aturan', 'b']","['beda', 'rpp', 'cipta', 'kerja', 'uu', 'ketenagakerjaan', 'heran', 'serikat', 'kerja', 'tolak', 'atur', 'b']"
Negative,tolak uu cipta kerja demo di yogyakarta memanas massa memaksa masuk ke gedung dprd,"['tolak', 'uu', 'cipta', 'kerja', 'demo', 'di', 'yogyakarta', 'memanas', 'massa', 'memaksa', 'masuk', 'ke', 'gedung', 'dprd']","['tolak', 'uu', 'cipta', 'kerja', 'demo', 'yogyakarta', 'memanas', 'massa', 'memaksa', 'masuk', 'gedung', 'dprd']","['tolak', 'uu', 'cipta', 'kerja', 'demo', 'yogyakarta', 'panas', 'massa', 'paksa', 'masuk', 'gedung', 'dprd']"
Positive,adanya uu cipta kerja mensengsarahkan para pekerja dan buruh,"['adanya', 'uu', 'cipta', 'kerja', 'mensengsarahkan', 'para', 'pekerja', 'dan', 'buruh']","['uu', 'cipta', 'kerja', 'mensengsarahkan', 'pekerja', 'buruh']","['uu', 'cipta', 'kerja', 'mensengsarahkan', 'kerja', 'buruh']"
Positive,malah saya kena dampaknya gara dulu kampanye mendukung jokowi sekarang setiap ada kebijakan pemerintah,"['malah', 'saya', 'kena', 'dampaknya', 'gara', 'dulu', 'kampanye', 'mendukung', 'jokowi', 'sekarang', 'setiap', 'ada', 'kebijakan', 'pemerintah']","['kena', 'dampaknya', 'gara', 'kampanye', 'mendukung', 'jokowi', 'kebijakan', 'pemerintah']","['kena', 'dampak', 'gara', 'kampanye', 'dukung', 'jokowi', 'bijak', 'perintah']"
Positive,uu cipta kerja merupakan harapan di tengah pandemi,"['uu', 'cipta', 'kerja', 'merupakan', 'harapan', 'di', 'tengah', 'pandemi']","['uu', 'cipta', 'kerja', 'harapan', 'pandemi']","['uu', 'cipta', 'kerja', 'harap', 'pandemi']"
Neutral,lahirnya uu cipta kerja dan ketentuan investasi miras dalam perpres makin mengonfirmasi bahwa hukum dalam,"['lahirnya', 'uu', 'cipta', 'kerja', 'dan', 'ketentuan', 'investasi', 'miras', 'dalam', 'perpres', 'makin', 'mengonfirmasi', 'bahwa', 'hukum', 'dalam']","['lahirnya', 'uu', 'cipta', 'kerja', 'ketentuan', 'investasi', 'miras', 'perpres', 'mengonfirmasi', 'hukum']","['lahir', 'uu', 'cipta', 'kerja', 'tentu', 'investasi', 'miras', 'pres', 'konfirmasi', 'hukum']"
Neutral,lantas akankah investasi miras berhenti dengan pencabutan lampirannya saja sementara omnibus law uu cipta kerja,"['lantas', 'akankah', 'investasi', 'miras', 'berhenti', 'dengan', 'pencabutan', 'lampirannya', 'saja', 'sementara', 'omnibus', 'law', 'uu', 'cipta', 'kerja']","['lantas', 'investasi', 'miras', 'berhenti', 'pencabutan', 'lampirannya', 'omnibus', 'law', 'uu', 'cipta', 'kerja']","['lantas', 'investasi', 'miras', 'henti', 'cabut', 'lampir', 'omnibus', 'law', 'uu', 'cipta', 'kerja']"
Negative,industri pembuatan senjata kimia dan industri bahan kimia industri dan industri bahan perusak lapisan ozon njadi,"['industri', 'pembuatan', 'senjata', 'kimia', 'dan', 'industri', 'bahan', 'kimia', 'industri', 'dan', 'industri', 'bahan', 'perusak', 'lapisan', 'ozon', 'njadi']","['industri', 'pembuatan', 'senjata', 'kimia', 'industri', 'bahan', 'kimia', 'industri', 'industri', 'bahan', 'perusak', 'lapisan', 'ozon', 'njadi']","['industri', 'buat', 'senjata', 'kimia', 'industri', 'bahan', 'kimia', 'industri', 'industri', 'bahan', 'usak', 'lapis', 'ozon', 'njadi']"
Negative,mengutip laman pemerintah mengubah daftar negatif investasi dni dengan membu,"['mengutip', 'laman', 'pemerintah', 'mengubah', 'daftar', 'negatif', 'investasi', 'dni', 'dengan', 'membu']","['mengutip', 'laman', 'pemerintah', 'mengubah', 'daftar', 'negatif', 'investasi', 'dni', 'membu']","['kutip', 'laman', 'perintah', 'ubah', 'daftar', 'negatif', 'investasi', 'dni', 'membu']"
Neutral,padahal jika ditelisik lebih dalam munculnya perpres ini tidaklah ujug ujug ia dilahirkan sebagai bentuk pengejaw,"['padahal', 'jika', 'ditelisik', 'lebih', 'dalam', 'munculnya', 'perpres', 'ini', 'tidaklah', 'ujug', 'ujug', 'ia', 'dilahirkan', 'sebagai', 'bentuk', 'pengejaw']","['ditelisik', 'munculnya', 'perpres', 'ujug', 'ujug', 'dilahirkan', 'bentuk', 'pengejaw']","['tisik', 'muncul', 'pres', 'ujug', 'ujug', 'lahir', 'bentuk', 'pengejaw']"
Positive,pemerintah mengklaim aturan turunan uu cipta kerja sektor perikanan dan kelautan dapat mendongkrak kinerja sektor tersebut,"['pemerintah', 'mengklaim', 'aturan', 'turunan', 'uu', 'cipta', 'kerja', 'sektor', 'perikanan', 'dan', 'kelautan', 'dapat', 'mendongkrak', 'kinerja', 'sektor', 'tersebut']","['pemerintah', 'mengklaim', 'aturan', 'turunan', 'uu', 'cipta', 'kerja', 'sektor', 'perikanan', 'kelautan', 'mendongkrak', 'kinerja', 'sektor']","['perintah', 'klaim', 'atur', 'turun', 'uu', 'cipta', 'kerja', 'sektor', 'ikan', 'laut', 'dongkrak', 'kerja', 'sektor']"
Positive,uu cipta kerja prioritaskan kepentingan pekerja nasional,"['uu', 'cipta', 'kerja', 'prioritaskan', 'kepentingan', 'pekerja', 'nasional']","['uu', 'cipta', 'kerja', 'prioritaskan', 'kepentingan', 'pekerja', 'nasional']","['uu', 'cipta', 'kerja', 'prioritas', 'penting', 'kerja', 'nasional']"
Neutral,uu cipta kerja mewajibkan investor asing alih teknologi ke pekerja indonesia,"['uu', 'cipta', 'kerja', 'mewajibkan', 'investor', 'asing', 'alih', 'teknologi', 'ke', 'pekerja', 'indonesia']","['uu', 'cipta', 'kerja', 'mewajibkan', 'investor', 'asing', 'alih', 'teknologi', 'pekerja', 'indonesia']","['uu', 'cipta', 'kerja', 'wajib', 'investor', 'asing', 'alih', 'teknologi', 'kerja', 'indonesia']"
Positive,uu cipta kerja dorong kemudahan perdagangan internasional,"['uu', 'cipta', 'kerja', 'dorong', 'kemudahan', 'perdagangan', 'internasional']","['uu', 'cipta', 'kerja', 'dorong', 'kemudahan', 'perdagangan', 'internasional']","['uu', 'cipta', 'kerja', 'dorong', 'mudah', 'dagang', 'internasional']"
Positive,uu cipta kerja berikan akses kemudahan berusaha bagi umkm,"['uu', 'cipta', 'kerja', 'berikan', 'akses', 'kemudahan', 'berusaha', 'bagi', 'umkm']","['uu', 'cipta', 'kerja', 'akses', 'kemudahan', 'berusaha', 'umkm']","['uu', 'cipta', 'kerja', 'akses', 'mudah', 'usaha', 'umkm']"
Positive,simak poin penting aturan turunan uu cipta kerja sektor perikanan dan kelautan,"['simak', 'poin', 'penting', 'aturan', 'turunan', 'uu', 'cipta', 'kerja', 'sektor', 'perikanan', 'dan', 'kelautan']","['simak', 'poin', 'aturan', 'turunan', 'uu', 'cipta', 'kerja', 'sektor', 'perikanan', 'kelautan']","['simak', 'poin', 'atur', 'turun', 'uu', 'cipta', 'kerja', 'sektor', 'ikan', 'laut']"
Positive,pemerintah mengklaim aturan turunan uu cipta kerja sektor perikanan dan kelautan dapat mendongkrak kinerja sektor,"['pemerintah', 'mengklaim', 'aturan', 'turunan', 'uu', 'cipta', 'kerja', 'sektor', 'perikanan', 'dan', 'kelautan', 'dapat', 'mendongkrak', 'kinerja', 'sektor']","['pemerintah', 'mengklaim', 'aturan', 'turunan', 'uu', 'cipta', 'kerja', 'sektor', 'perikanan', 'kelautan', 'mendongkrak', 'kinerja', 'sektor']","['perintah', 'klaim', 'atur', 'turun', 'uu', 'cipta', 'kerja', 'sektor', 'ikan', 'laut', 'dongkrak', 'kerja', 'sektor']"
